freq_GHz,S11_dB_manual
0.5567136725935009,-0.05181347150259086
0.6825260576333538,-0.031088082901554515
0.7796443899448191,-0.09326424870466354
0.8767627222562845,-0.19689119170984526
0.9187001839362354,-0.3419689119170961
0.9650521152667075,-0.36269430051813245
1.015818516247701,-0.5492227979274595
1.0709993868792151,-0.5492227979274595
1.0930717351318209,-0.46632124352331417
1.1305947271612506,-0.5492227979274595
1.176946658491723,-0.756476683937823
1.2166768853464132,-0.9430051813471501
1.2431637032495402,-1.2124352331606225
1.2586143470263642,-1.3575129533678734
1.2895156345800123,-1.1917098445595862
1.3358675659104844,-1.4404145077720187
1.3800122624156959,-1.7720207253886002
1.4087063151440833,-1.6062176165803095
1.4418148375229918,-1.5440414507772005
1.468301655426119,-1.336787564766837
1.4947884733292458,-1.4818652849740914
1.514653586756591,-1.4404145077720187
1.5521765787860207,-1.6891191709844549
1.5941140404659717,-1.875647668393782
1.6316370324954015,-2.10362694300518
1.6779889638258738,-1.8963730569948183
1.7199264255058244,-1.9585492227979273
1.7552421827099938,-2.2487046632124343
1.7949724095646844,-2.6839378238341958
1.8656039239730227,-2.870466321243523
1.9053341508277128,-3.1813471502590662
1.9428571428571426,-3.284974093264248
1.967136725935009,-3.347150259067357
1.989209074187615,-3.409326424870466
2.0179031269160026,-3.6787564766839367
2.028939301042305,-4.051813471502591
2.062047823421214,-4.860103626943005
2.097363580625383,-6.041450777202073
2.1370938074800736,-6.994818652849741
2.150337216431637,-7.264248704663212
2.1635806253832004,-7.284974093264248
2.1856529736358064,-7.098445595854923
2.2033108522378906,-6.7253886010362685
2.2143470263641936,-6.476683937823834
2.23862660944206,-6.393782383419689
2.2629061925199263,-6.5595854922279795
2.2938074800735744,-7.284974093264248
2.3158798283261803,-7.9067357512953365
2.3556100551808705,-8.569948186528498
2.371060698957695,-9.005181347150259
2.3953402820355607,-9.170984455958548
2.421827099938688,-9.191709844559584
2.43065603923973,-9.564766839378239
2.4438994481912935,-9.979274611398964
2.4527283874923356,-10.414507772020725
2.4748007357449415,-10.476683937823834
2.5145309625996317,-10.124352331606218
2.5564684242795828,-10.60103626943005
2.571919068056407,-11.077720207253886
2.5961986511342734,-11.202072538860104
2.6050275904353155,-10.849740932642487
2.6204782342121398,-10.393782383419689
2.6248927038626606,-9.792746113989637
2.633721643163703,-9.150259067357513
2.6469650521152666,-8.279792746113989
2.66020846106683,-7.450777202072539
2.6866952789699567,-6.746113989637305
2.733047210300429,-6.373056994818652
2.768362967504598,-6.476683937823834
2.794849785407725,-6.8497409326424865
2.832372777437155,-7.16062176165803
2.8654812998160635,-6.994818652849741
2.878724708767627,-6.518134715025907
2.9030042918454932,-5.979274611398964
2.9383200490496626,-5.398963730569948
2.9802575107296136,-4.984455958549223
3.008951563458001,-4.632124352331605
3.04426732066217,-4.590673575129534
3.0817903126916,-4.839378238341968
3.1281422440220723,-4.735751295336787
3.165665236051502,-4.756476683937823
3.2208461066830165,-4.569948186528498
3.2605763335377067,-4.528497409326425
3.2914776210913548,-4.238341968911916
3.315757204169221,-3.761658031088082
3.3554874310239113,-3.3678756476683933
3.399632127529123,-3.0362694300518136
3.4327406499080317,-2.6839378238341958
3.4901287553648066,-2.414507772020725
3.5475168608215815,-1.9792746113989637
3.6115266707541385,-1.5854922279792731
3.6733292458614346,-1.523316062176164
3.7417535254445125,-1.5025906735751278
3.827835683629675,-1.5440414507772005
3.909503372164316,-1.6062176165803095
3.9735131820968728,-1.6062176165803095
4.022072348252606,-1.7720207253886002
4.070631514408339,-1.9585492227979273
4.134641324340895,-2.1865284974093253
4.247210300429185,-2.290155440414507
4.322256284488044,-2.580310880829016
4.355364806866953,-2.7253886010362685
