freq_GHz,S11_dB_manual
0.4522696011004127,0
0.5931224209078405,-0.04102564102564088
0.7537826685006878,-0.08205128205128176
0.835213204951857,-0.2051282051282044
0.8770288858321871,-0.14358974358974308
0.910041265474553,-0.3282051282051288
0.9694635488308116,-0.3692307692307697
1.0222833562585971,-0.5743589743589741
1.0839064649243466,-0.5743589743589741
1.1037138927097663,-0.4717948717948719
1.1345254470426411,-0.615384615384615
1.1763411279229712,-0.7179487179487172
1.2137551581843191,-0.9230769230769234
1.2357634112792297,-1.0666666666666664
1.2599724896836313,-1.333333333333334
1.3017881705639616,-1.2512820512820522
1.3414030261348007,-1.476923076923077
1.3810178817056395,-1.6820512820512814
1.398624484181568,-1.8256410256410263
1.4316368638239338,-1.5999999999999996
1.4580467675378266,-1.4974358974358974
1.4800550206327374,-1.3538461538461544
1.4998624484181569,-1.5179487179487179
1.5196698762035763,-1.3948717948717952
1.5438789546079779,-1.5794871794871792
1.5614855570839064,-1.7846153846153854
1.6011004126547457,-1.9282051282051285
1.6275103163686384,-1.9897435897435898
1.6495185694635488,-2.133333333333333
1.6671251719394773,-1.9692307692307693
1.700137551581843,-1.9897435897435898
1.7397524071526824,-2.0307692307692307
1.7617606602475928,-2.235897435897435
1.7903713892709767,-2.523076923076923
1.8189821182943604,-2.6871794871794865
1.8541953232462174,-2.8307692307692314
1.8806052269601101,-2.912820512820513
1.9070151306740029,-3.097435897435897
1.9224209078404402,-3.282051282051283
1.959834938101788,-3.3230769230769237
1.990646492434663,-3.384615384615385
2.0126547455295736,-3.5487179487179485
2.030261348005502,-3.815384615384616
2.0456671251719394,-4.225641025641025
2.0588720770288855,-4.5948717948717945
2.0742778541953233,-4.984615384615385
2.0896836313617606,-5.435897435897436
2.100687757909216,-6.01025641025641
2.113892709766162,-6.441025641025641
2.133700137551582,-6.892307692307693
2.1557083906464927,-7.158974358974358
2.173314993122421,-7.24102564102564
2.1931224209078404,-7.035897435897436
2.208528198074278,-6.728205128205127
2.219532324621733,-6.5025641025641026
2.241540577716644,-6.4
2.265749656121045,-6.543589743589743
2.2833562585969736,-6.74871794871795
2.29656121045392,-7.179487179487179
2.3097661623108667,-7.5487179487179485
2.322971114167813,-7.917948717948718
2.347180192572215,-8.287179487179486
2.3647867950481434,-8.717948717948719
2.3867950481430533,-9.025641025641026
2.4198074277854196,-9.087179487179487
2.439614855570839,-9.661538461538463
2.4528198074277854,-10.051282051282051
2.4594222833562585,-10.37948717948718
2.4814305364511693,-10.358974358974358
2.501237964236589,-10.194871794871794
2.5188445667125174,-10.01025641025641
2.5430536451169186,-10.235897435897435
2.562861072902338,-10.584615384615384
2.5738651994497936,-10.892307692307693
2.5892709766162314,-11.097435897435897
2.6046767537826687,-11.076923076923077
2.6112792297111413,-10.810256410256411
2.622283356258597,-10.37948717948718
2.626685006877579,-9.805128205128206
2.6398899587345257,-9.128205128205128
2.6508940852819807,-8.533333333333333
2.659697386519945,-7.938461538461539
2.6707015130674003,-7.384615384615385
2.6795048143053646,-6.871794871794872
2.703713892709766,-6.543589743589743
2.738927097661623,-6.317948717948719
2.7895460797799174,-6.482051282051282
2.807152682255846,-6.871794871794872
2.8225584594222832,-6.994871794871795
2.844566712517194,-7.097435897435897
2.866574965612105,-6.933333333333334
2.879779917469051,-6.625641025641025
2.8951856946354884,-6.317948717948719
2.9061898211829433,-5.969230769230769
2.923796423658872,-5.682051282051281
2.9414030261348003,-5.435897435897436
2.9656121045392023,-5.128205128205128
2.983218707015131,-4.923076923076923
3.0008253094910593,-4.75897435897436
3.0272352132049516,-4.615384615384615
3.0624484181568086,-4.697435897435897
3.102063273727648,-4.77948717948718
3.1460797799174687,-4.75897435897436
3.1900962861072903,-4.697435897435897
3.2297111416781297,-4.574358974358974
3.2495185694635484,-4.533333333333333
3.2847317744154054,-4.471794871794872
3.3001375515818427,-4.1641025641025635
3.315543328748281,-3.8358974358974365
3.3485557083906468,-3.528205128205128
3.37716643741403,-3.24102564102564
3.432187070151307,-2.8923076923076927
3.471801925722146,-2.5846153846153843
3.5246217331499308,-2.194871794871794
3.5598349381017877,-1.9692307692307693
3.599449793672627,-1.7435897435897427
3.6390646492434664,-1.5794871794871792
3.705089408528198,-1.4564102564102566
3.7799174690508943,-1.476923076923077
3.8437414030261348,-1.4974358974358974
3.9141678129298487,-1.62051282051282
3.986795048143054,-1.7025641025641018
4.06382393397524,-1.8666666666666671
4.127647867950482,-2.2153846153846146
4.237689133425034,-2.3589743589743595
4.325722145804677,-2.625641025641025
