freq_GHz,S11_dB_manual
0.4383861127251598,0.06601466992665195
1.738756536897153,-0.08801955990220023
1.7527019174898313,-0.5501222493887532
1.755026147588611,-1.254278728606355
1.7596746077861707,-1.9364303178484086
1.7712957582800697,-2.354523227383863
1.7991865194654268,-2.9486552567237165
1.8479953515398022,-2.9706601466992666
1.8875072632190588,-3.168704156479217
1.9061011040092968,-3.454767726161368
1.9432887855897731,-3.56479217603912
1.9897733875653691,-3.6968215158924203
2.019988378849506,-4.026894865525671
2.0432306798373037,-4.577017114914424
2.061824520627542,-5.061124694376527
2.0780941313190007,-5.56723716381418
2.0966879721092386,-6.029339853300733
2.1013364323067982,-6.5354523227383865
2.1199302730970366,-7.04156479217604
2.1408483439860544,-7.635696821515893
2.157117954677513,-7.987775061124694
2.180360255665311,-8.295843520782396
2.198954096455549,-8.053789731051344
2.2012783265543288,-7.723716381418093
2.2128994770482278,-7.459657701711491
2.2291690877396864,-7.23960880195599
2.2593840790238233,-7.3716381418092904
2.2803021499128415,-7.569682151589241
2.29424753050552,-7.965770171149144
2.3081929110981987,-8.449877750611247
2.329110981987217,-9.02200488997555
2.345380592678675,-9.528117359413203
2.3639744334689134,-10.122249388753055
2.389540964555491,-10.47432762836186
2.4337013364323066,-10.60635696821516
2.452295177222545,-11.112469437652813
2.461592097617664,-11.530562347188264
2.4732132481115627,-11.838630806845966
2.491807088901801,-12.102689486552567
2.5173736199883785,-11.926650366748166
2.535967460778617,-11.794621026894866
2.5545613015688553,-12.124694376528117
2.5685066821615337,-12.498777506112468
2.577803602556653,-13.004889975550121
2.5917489831493317,-13.400977995110024
2.6126670540383494,-13.709046454767726
2.6242882045322484,-13.290953545232274
2.631260894828588,-12.87286063569682
2.6382335851249272,-12.366748166259168
2.642882045322487,-11.838630806845966
2.6475305055200464,-11.332518337408313
2.654503195816386,-10.76039119804401
2.6638001162115046,-10.188264058679707
2.670772806507844,-9.418092909535453
2.6754212667054036,-8.84596577017115
2.691690877396862,-8.251833740831296
2.7079604880883203,-7.635696821515893
2.7288785589773386,-7.28361858190709
2.763742010459035,-7.15158924205379
2.7962812318419523,-7.23960880195599
2.8125508425334105,-7.547677261613691
2.8357931435212085,-7.811735941320293
2.859035444509006,-7.899755501222494
2.8753050552004646,-7.723716381418093
2.893898895990703,-7.3716381418092904
2.903195816385822,-6.997555012224938
2.92643811737362,-6.579462102689487
2.945031958163858,-6.227383863080684
2.9589773387565366,-5.831295843520781
2.986868099941894,-5.52322738386308
3.0124346310284715,-5.237163814180928
3.040325392213829,-5.083129584352077
3.0914584543869843,-5.083129584352077
3.168158047646717,-5.1051344743276275
3.198373038930854,-5.149144254278728
3.228588030214991,-4.973105134474327
3.2936664729808247,-4.973105134474327
3.3192330040674025,-4.488997555012224
3.3331783846600813,-4.202933985330073
3.3494479953515395,-4.114914425427873
3.365717606042998,-3.8508557457212707
3.4052295177222542,-3.52078239608802
3.419174898314933,-3.916870415647921
3.4238233585124926,-4.466992665036674
3.44706565950029,-4.180929095354523
3.470307960488088,-3.8508557457212707
3.4958744915746656,-3.58679706601467
3.526089482858803,-3.190709046454767
3.542359093550261,-2.8386308068459645
3.5702498547356187,-2.596577017114914
3.6051133062173153,-2.244498777506111
3.6330040674026725,-1.9144254278728603
3.674840209180709,-1.716381418092908
3.725973271353864,-1.5843520782396077
3.7794305636257985,-1.4523227383863073
3.8235909355026148,-1.2762836185819069
3.87239976757699,-1.1222493887530547
3.9258570598489246,-1.0782396088019546
3.997908192911098,-0.9902200488997543
4.039744334689134,-1.1442542787286065
4.060662405578152,-0.9902200488997543
4.100174317257409,-1.1882640586797066
4.155955839628123,-1.1882640586797066
4.223358512492736,-1.210268948655255
4.276815804764672,-1.2322738386308068
4.325624636839047,-1.210268948655255
4.381406159209762,-1.210268948655255
